epoch,loss,val_loss
0,0.2699437475233686,0.1468004019310077
1,0.18058119027637967,0.1475031909843286
2,0.17701301278144704,0.1453197453584936
3,0.17024611886225494,0.1451173728952805
4,0.16028078492073453,0.15819422217706838
5,0.14883523197004608,0.15474712952143616
6,0.13032395644661257,0.15619597770273685
7,0.12286100043531727,0.15502354751030603
8,0.11926287635430402,0.1519442591816187
9,0.11554434552204375,0.14926256073845756
10,0.10866020207165503,0.15190648701455858
11,0.10571932683096212,0.15174223793049654
12,0.10217988370534252,0.15337261019481552
13,0.09994833448938295,0.15398779946068922
14,0.09432765030685593,0.16125204455521372
15,0.08696134432273753,0.15187754482030869
16,0.0832944035749225,0.1649075434025791
17,0.08241554285746579,0.15544313192367554
18,0.07545221103903126,0.1647971361461613
19,0.0802632838889372,0.15688657553659546
20,0.0704918568406035,0.1613199207931757
21,0.07271466117498337,0.16032859310507774
22,0.06956783382623803,0.13810972527911267
23,0.06805892737911028,0.15302425602244007
24,0.06474645978168529,0.1549422862008214
25,0.0635671413814028,0.15381399749053848
26,0.06278197432630787,0.15517919779651695
27,0.060195873655817085,0.1579954977043801
28,0.062125021810917294,0.15906246182405287
29,0.0605925567192482,0.14721864772339663
30,0.06060025756996052,0.15420781676140097
31,0.05950243290805934,0.14696892350912094
32,0.0566962383431839,0.15323883212274975
33,0.05890480184233656,0.15397481951448652
34,0.05778910878899635,0.14870181990166506
35,0.05690927871082928,0.14877768678383696
36,0.05750430709518054,0.15036929119378328
37,0.05521470290042606,0.12587038944992754
38,0.05426307017093196,0.14328719303011894
39,0.05468512481699387,0.1381892973764075
40,0.05429485951568566,0.14834428733835617
41,0.05399542511897344,0.1402120753708813
42,0.052866818821605516,0.13570650232334933
43,0.05283918427120821,0.13484935534911024
44,0.05356632971076989,0.14620371111151245
45,0.052043977540497686,0.14091419811464018
46,0.049839074376459215,0.13801322566966215
47,0.05072557181119919,0.14286850382470423
48,0.05705463188682117,0.1546934980692135
49,0.04988008266424432,0.14574696672045523
50,0.05243239117165407,0.14593215628216663
51,0.0497791923436464,0.13937867598401177
52,0.04882770753009062,0.14519434329122305
53,0.048672252553789055,0.14490346051752567
54,0.05084424628419619,0.13724923092457983
55,0.04847260864049781,0.13885930170201594
56,0.04654381466189436,0.13346705989291271
57,0.045302487855010176,0.13162091032912335
58,0.045521293620706775,0.1380943622854021
59,0.04503157838959904,0.13060361333191395
60,0.04549511638926525,0.1283556434015433
61,0.046470042336366923,0.13897195644676685
62,0.046143780005913154,0.1308549494586057
63,0.04347277131369885,0.1346907733629147
64,0.04229233251409788,0.12451623111135429
65,0.04317914298279028,0.1294375959162911
66,0.04247124299553095,0.13635617453191015
67,0.04078372478412062,0.1392907208452622
68,0.042756774298408455,0.13223924756877953
69,0.045579702429035134,0.13717423441509405
70,0.043559389280191825,0.13562095817178488
71,0.04272231684230706,0.1328806990964545
72,0.040058045063679125,0.13160752774112755
73,0.04379636171620851,0.13768861173755592
74,0.04308529915835928,0.13629638113909298
75,0.03856589553841189,0.12441437360313204
76,0.039045910040537514,0.13272534869611263
77,0.04028567963955449,0.1303855145557059
78,0.04317155902219169,0.1281703066908651
79,0.03680181107940335,0.12457872575355901
80,0.037594093055482586,0.13530253763828012
81,0.03667702882861098,0.12656322514845264
82,0.037034891929258316,0.140560415883859
83,0.03831469837357016,0.13411328341397974
84,0.03855204147597154,0.13045592750940058
85,0.03668562316463566,0.13447532885604435
86,0.03815074979017178,0.13831419663296807
87,0.03982960336896427,0.12669704274998772
88,0.03687482031390948,0.13199030918379626
89,0.03501374425147386,0.1299829642391867
90,0.03561184783557467,0.1365020361004604
91,0.036613723199230196,0.13417058603631127
92,0.033467235719310304,0.14980118411282697
93,0.033719343516756504,0.1364662419590685
94,0.03320564343320096,0.1273694004242619
95,0.03372045959729482,0.13796578575339583
96,0.033489565794155296,0.14580006193783548
97,0.03270136325747943,0.13090301698280704
98,0.03334246406002956,0.14320521160132355
99,0.032415922959426455,0.13682741526928213
100,0.035972611586033716,0.14606541177878776
101,0.03342986682101207,0.14100033551868466
102,0.03225606532000443,0.14178421306941244
103,0.033171507045991866,0.13890568539500237
104,0.03214944563988669,0.14166014517347017
105,0.0337291417332987,0.1373477830655045
106,0.030440523800458395,0.13748062464098135
107,0.03013024249972374,0.138108117505908
108,0.03056569892328744,0.14449058059189054
109,0.031623356902570114,0.14696491157843006
110,0.030821325586122626,0.14229963078267044
111,0.02830988260935627,0.1424600604093737
112,0.028119233309053908,0.14250682046016058
113,0.029874563189771247,0.12761602943970096
114,0.03466848094089359,0.1397843255350987
115,0.03085027501790547,0.14646987327271038
116,0.03368870431886,0.13437783593932787
117,0.032446148604446765,0.13740193968017897
118,0.028615062955913005,0.13713373388681147
119,0.028442396663640644,0.13641071981853908
120,0.0285637882793797,0.14152167302866778
121,0.02860770707803906,0.1347736269235611
122,0.02753692655367594,0.1358954045507643
123,0.027737377658851592,0.13758281452788246
124,0.027898312619357716,0.1367888520989153
125,0.02730226430895866,0.13818533946242598
126,0.028390018634644208,0.13609569354189766
127,0.02726759152559965,0.14314909424218866
128,0.026947160908842787,0.14310283669167095
129,0.0297317680007979,0.13441486470401287
130,0.02991498143905226,0.13765905114511648
131,0.027360559203753285,0.13372651363412538
132,0.027964785795512738,0.13707579113543034
133,0.026361968076112224,0.13479775769842994
134,0.029088594968996795,0.13312417889634767
135,0.027717815292086088,0.1376610462450319
136,0.0269831690079003,0.13417970161471102
137,0.025141838536250825,0.14056963990959856
138,0.025202862525760542,0.13735310629838043
139,0.02603854315684122,0.1342606254749828
140,0.02713883985016568,0.13921967417829567
141,0.02578100459832771,0.1391760003235605
142,0.030952423710522113,0.13797099163962734
143,0.027721597411322827,0.13944466329283184
144,0.024530650098242013,0.1374149200403028
145,0.023969518322059336,0.13376260776486662
146,0.0242689106083822,0.14763558242056105
147,0.024918964433976832,0.13611002411279413
148,0.025637884231686007,0.14076786488294601
149,0.02534886992846926,0.13469472775856653
150,0.02397150057824511,0.1352928446398841
151,0.02531944793265532,0.13632146165602738
152,0.0258213718805243,0.1316847867435879
153,0.027457115423007338,0.13702762582235867
154,0.026111801693617712,0.13484123018052843
155,0.024005416324179546,0.13077625094188583
156,0.024489791388166884,0.1316832337114546
157,0.02535162390410608,0.13190123293962744
158,0.02370472352805675,0.130528690914313
159,0.023363484297970347,0.13563702483144072
160,0.022496921530760387,0.13336296089821392
161,0.0227353985457882,0.1348976143118408
162,0.02371215347346722,0.13167073018848896
163,0.02196499053388834,0.1366327324261268
164,0.022770810981883723,0.1343046948313713
165,0.023843438245867397,0.14030048147671753
166,0.024100367071143554,0.13456282743977177
167,0.023134218136250388,0.14291604898042148
168,0.023251997772604227,0.14046388222939438
169,0.022471428620537706,0.1360347813202275
170,0.023549878988049777,0.13490534863538212
171,0.022585271629413553,0.13795268080300754
172,0.02191376540919437,0.13509655702445242
173,0.021693272388302813,0.13482467809485066
174,0.02074262328153732,0.12513906115459072
175,0.021121942803409753,0.13555024771226776
176,0.02373609918297506,0.1378837459617191
177,0.02246873113600647,0.13095431278149286
178,0.022430121350814316,0.1311358730826113
179,0.022182287137005843,0.14130847114655706
180,0.02218009993506997,0.13151603088610703
181,0.021515772897092736,0.12808839335209793
182,0.021684002112962453,0.1355635966691706
183,0.021577099676006566,0.13407973800268438
184,0.022441473296459985,0.13242997146315044
185,0.02304388350788869,0.13971894027458298
186,0.022297017641511617,0.13452453311118814
187,0.020786992502490095,0.13579518037537733
188,0.022243465068658777,0.1410099839170774
189,0.021249386974993872,0.13464505991174114
190,0.021692959427395287,0.13585411777926815
191,0.020979838957097017,0.13736943362487686
192,0.021026575946997778,0.1308987167560392
193,0.020925367150601802,0.1309479818575912
194,0.021098519428907073,0.12903080301152337
195,0.02060293488423614,0.13200932265155846
196,0.021219285561100525,0.13158298552864128
197,0.02064302988240824,0.12541174164248836
198,0.020917460084984116,0.12446821956998771
199,0.021246291715286525,0.13164137345221308
200,0.021688871724786712,0.12865466583106253
201,0.022469347908946814,0.14128974949320158
202,0.019988088841166568,0.1286921033428775
203,0.019479535949215584,0.13251584188805687
204,0.022047984897725137,0.13813507846660084
205,0.020204668563297567,0.13160285188092125
206,0.019649885905285675,0.13252423724366558
207,0.01942788183177803,0.12961972380677858
208,0.018960371777853546,0.13124573168655237
209,0.020264806919822506,0.12928470306926304
210,0.02079168086250623,0.13509445492592123
211,0.022018812715495918,0.1360316448327568
212,0.02142743249515108,0.13140481068856186
213,0.020381231217042488,0.13073256156510776
214,0.019170512819626166,0.13185075049599013
215,0.02270993295436104,0.14853287219173378
216,0.023758750755851175,0.1415066406544712
217,0.02465149594982173,0.1313297146310409
