epoch,loss,val_loss
0,0.08147136762215566,0.04669142066081531
1,0.05486893373325941,0.04498424714059677
2,0.051594605817455626,0.04117010950501827
3,0.04963300223272559,0.038531020722732554
4,0.048211069304526226,0.03698370929137184
5,0.04700282970404953,0.037754308686928105
6,0.045760660998910366,0.03374380915785517
7,0.04435722274316811,0.03243338954706405
8,0.042992571993785436,0.03144166293856655
9,0.04208176152165408,0.030621473182569487
10,0.04136530405582067,0.03034131044477765
11,0.04061101467956555,0.02837277386425845
12,0.04010600664574756,0.027657812526202766
13,0.039516257042842236,0.02625932198438684
14,0.038799398515277625,0.02510076189333134
15,0.0378344675983186,0.024673447064857936
16,0.0375492090552841,0.024991187491717862
17,0.03686835102334784,0.02441132648080338
18,0.036540099944995734,0.023836391257067605
19,0.03572749671079896,0.02566731575684235
20,0.034845834698929004,0.02203659810816851
21,0.03407617574969722,0.023686792504047583
22,0.033329311403869265,0.021816997405666352
23,0.03311619952908273,0.02193852797192177
24,0.0327786966568444,0.020172276408145284
25,0.03230231712721265,0.020716822083982296
26,0.03203975240819309,0.020476275397727013
27,0.03191522744129199,0.02070728468356688
28,0.03174643803018325,0.022255459327557264
29,0.031166710124331105,0.021252167928117006
30,0.030973339988769222,0.020834436014066014
31,0.03068678369759707,0.02061686805622182
32,0.03063666526578731,0.0209504336721395
33,0.03052369211103542,0.02072924976412472
34,0.030416448284345705,0.020662705404904762
35,0.03021365970196501,0.0212243969735366
36,0.030092731085425314,0.020626903990883707
37,0.03006863863892481,0.020587070802203282
38,0.0301088165847667,0.020609005889498124
39,0.029978987862240184,0.020796118649644996
40,0.02965746124732496,0.02054651848182103
41,0.02963776007694168,0.019839249192795495
42,0.029609323920230878,0.021964076825909867
43,0.02940944414591909,0.023349496287863956
44,0.02947419704924939,0.020224850623500813
45,0.03311405424385146,0.0197884440577928
46,0.03006823993154745,0.02056503158473154
47,0.029032670625612968,0.019889729819682685
48,0.029017702950261237,0.020952278062327138
49,0.029006475490634016,0.018889329732607433
